Identifier,LanguageId,ValueIdentifier,Sequence,Value,ValueUsage,AttributeValueField1,AttributeValueField3,Image1,Image2,Field1,Field2,Field3,Delete
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_45_ValueID,45,14A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_46_ValueID,46,18A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_47_ValueID,47,22A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_48_ValueID,48,0.5,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_49_ValueID,49,1,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_50_ValueID,50,2,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_51_ValueID,51,3,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_52_ValueID,52,4,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_53_ValueID,53,9,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_54_ValueID,54,25,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_55_ValueID,55,35,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_56_ValueID,56,40,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_57_ValueID,57,45,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_58_ValueID,58,50,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_59_ValueID,59,55,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_60_ValueID,60,90,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_61_ValueID,61,110,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_62_ValueID,62,130,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_63_ValueID,63,160,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_64_ValueID,64,175,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_65_ValueID,65,225,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_66_ValueID,66,350,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_67_ValueID,67,450,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_68_ValueID,68,600,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_69_ValueID,69,700,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_70_ValueID,70,800,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_71_ValueID,71,1200,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_72_ValueID,72,15 to 150,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_73_ValueID,73,15 to 40,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_74_ValueID,74,16 to 160,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_75_ValueID,75,Up to 400,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_76_ValueID,76,3200 A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_77_ValueID,77,4.3A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_78_ValueID,78,2.2A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_79_ValueID,79,2.1A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_80_ValueID,80,7.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_81_ValueID,81,4.1A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_82_ValueID,82,3.1A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_83_ValueID,83,10.5A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_84_ValueID,84,5.8A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_85_ValueID,85,18.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_86_ValueID,86,9.5A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_87_ValueID,87,6.5A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_88_ValueID,88,24.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_89_ValueID,89,14.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_90_ValueID,90,9.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_91_ValueID,91,30.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_92_ValueID,92,12.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_93_ValueID,93,46.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_94_ValueID,94,17.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_95_ValueID,95,60.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_96_ValueID,96,61.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_97_ValueID,97,22.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_98_ValueID,98,72.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_99_ValueID,99,39.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_100_ValueID,100,28.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_101_ValueID,101,90.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_102_ValueID,102,34.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_103_ValueID,103,110.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_104_ValueID,104,43.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_105_ValueID,105,150.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_106_ValueID,106,54.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_107_ValueID,107,180.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_108_ValueID,108,65.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_109_ValueID,109,202.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_110_ValueID,110,78.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_111_ValueID,111,240.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_112_ValueID,112,105.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_113_ValueID,113,130.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_114_ValueID,114,300.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_115_ValueID,115,370.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_116_ValueID,116,480.0A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_117_ValueID,117,0.03 A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_118_ValueID,118,"14.0 FLA, 25.0 LRA at 120 Vac, 7.0 FLA, 22.0 LRA at 240 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_119_ValueID,119,"14.0 FLA, 25.0 LRA at 120 Vac, 7.0 FLA, 22.0 LRA at 240 Vac, 18 LRA at 277 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_120_ValueID,120,"14.0 FLA, 72.0 LRA, 25.0, 3000W Res at 120 Vac, 7.0 FLA, 42.0 LRA, 25.0, 6000W Res at 240 Vac, 12.5, 6000 Res at 480 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_121_ValueID,121,"15.0 Res at 120/240/277 Vac, 300 VA at 125-277 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_122_ValueID,122,"16.0 FLA at 120 Vac, 8.0 FLA at 240 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_123_ValueID,123,"16.0 FLA, 25.0 Res at 120 Vac, 8.0 FLA, 22.0 Res at 240 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_124_ValueID,124,"16.0 FLA, 96.0 LRA at 120 Vac, 9.2 FLA, 55.0 LRA at 208 Vac, 8.0 FLA, 48.0 LRA at 240 Vac, 16.0 Resistive",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_125_ValueID,125,"16.0 FLA, 96.0 LRA, 16.0 Res at 120 Vac, 8.0 FLA, 48.0 LRA, 16 Res at 240/277 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_126_ValueID,126,2.0 to 16.7 (250 to 2000W) Resistive at 120 Vac,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_127_ValueID,127,2.0A to 16.7A (500 to 4000W) Resistive at 240 Vac,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_128_ValueID,128,"2.9 FLA at 24 Vac, 7.4 FLA at 120 Vac, 3.7 FLA at 240 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_129_ValueID,129,"22.0, 2500W at 120 Vac, 22.0, 5000W at 240 Vac, 18.0, 5000W Resistive at 277 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_130_ValueID,130,"22.0, 2500W at 120 Vac, 22.0, 5000W at 240 Vac, 18.0, 5000W Resistive at 277 Vac Resistive",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_131_ValueID,131,"22.0, 5000W at 240 Vac, 18.0, 5000W Resistive at 277 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_132_ValueID,132,"30.0 at 120/240 Vac, 25.0 at 277 Vac, 12.5 at 480 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_133_ValueID,133,"40.0 at 277 Vac, 25.0 at 480 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_134_ValueID,134,40 A,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_135_ValueID,135,"5.5 FLA, 33 LRA at 120 Vac, 2.75 FLA , 16.5 LRA at 240 Vac, 2.3 FLA, 13.8 LRA at 277 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_136_ValueID,136,"6.0 FLA at 24 Vac, 10.0 FLA at 120 Vac, 6.0 FLA at 240 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_137_ValueID,137,"7.4 FLA at 120 Vac, 3.7 FLA at 240 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_138_ValueID,138,"8.0 FLA, 48.0 LRA, 8.0 Res at 120 Vac, 4.0 FLA, 24.0 LRA, 8.0 Res at 240/277 Vac",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_139_ValueID,139,Anticipation Adjustable from 0.15 to 1.2 Amps,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_140_ValueID,140,Anticipation Fixed,1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_141_ValueID,141,"Fan Circuit 5.6 FLA at 24 Vac, 14.0 FLA at 120 Vac, 7.0 FLA at 240, Limit 6.0 FLA at 24 Vac, 10.0 FLA at 120 Vac, 6.0 FLA 240",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_142_ValueID,142,"Inducer Motor 3.0 FLA, 4.0 LRA, Ignitor 2.0",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_143_ValueID,143,"N.O. Contacts 150, Inrush 400",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_144_ValueID,144,"N.O. Contacts 150, Inrush 400, N.C. 50, 100 Inrush",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_145_ValueID,145,"N.O. Contacts 200, Inrush 600",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_146_ValueID,146,"N.O. Contacts 200, Inrush 600, N.C. Continuous 100, 200 Inrush",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_147_ValueID,147,"N.O. Contacts Continuous 100, Inrush 400",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_148_ValueID,148,"N.O. Contacts Continuous 50, Inrush 150",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_149_ValueID,149,"N.O. Contacts Continuous 80, Inrush 150",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_150_ValueID,150,"N.O. Contacts Continuous 80, Inrush 400",1,,,,,,,,
EMR Amperage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Amperage_151_ValueID,151,"N.O. Contacts, 14.0 FLA, 72.0 LRA, 25.0 Res, 3000W at 120 Vac. 7.0 FLA, 42.0 LRA, 25.0 Res, 6000W at 240 Vac. N.C. Contacts, 10.0 Res, 1200W at 120 Vac. 5.0 Res, 1200W at 240 Vac.",1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_0_ValueID,0,Air Cooled Heat Exchangers,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_1_ValueID,1,Alarm Monitoring Systems,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_2_ValueID,2,Alkylation &amp; Butane Isomerization,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_3_ValueID,3,Artificial Lift,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_4_ValueID,4,Aseptic Filling,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_5_ValueID,5,Asphalt Blending,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_6_ValueID,6,Auxiliary Measurement Systems,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_7_ValueID,7,Balance of Plant,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_8_ValueID,8,Ballast Control,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_9_ValueID,9,Batch,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_10_ValueID,10,Batch Tracking,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_11_ValueID,11,Beverages,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_12_ValueID,12,Biomass Boiler and Power Boiler,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_13_ValueID,13,Bioreactor,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_14_ValueID,14,Biosolids handling,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_15_ValueID,15,Blister,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_16_ValueID,16,Blowers,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_18_ValueID,18,Body &amp; Paint,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_19_ValueID,19,Boiler,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_20_ValueID,20,Boilers,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_21_ValueID,21,Bottle,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_22_ValueID,22,Brewing,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_23_ValueID,23,Bulk Carrier,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_24_ValueID,24,Bulk Conversion Other,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_25_ValueID,25,Burner Management Systems,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_26_ValueID,26,Capping,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_27_ValueID,27,Capping &amp; Sealing,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_28_ValueID,28,Capsule Manufacturing,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_29_ValueID,29,Cargo Monitoring Systems (CMS),1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_30_ValueID,30,Case Erecting,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_31_ValueID,31,Case Packing,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_32_ValueID,32,Causticizing,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_33_ValueID,33,Chain / Pallet,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_34_ValueID,34,Chillers,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_35_ValueID,35,Chromatography,1,,,,,,,,
EMR Application,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Application_36_ValueID,36,CIP,1,,,,,,,,
